full_text,cleaned-texts,stemmed-texts,tokenized-texts,pre-process,sentiment_score,sentiment
"Program Anies dan PKS mencakup pemberdayaan orang tua sebagai mitra dalam pendidikan anak, membangun kemitraan yang kuat. #CoblosPKSAniesPresiden AniesPresiden PKSPartaiku",program anies dan pks mencakup pemberdayaan orang tua sebagai mitra dalam pendidikan anak  membangun kemitraan yang kuat   coblospksaniespresiden aniespresiden pkspartaiku,program anies dan pks cakup daya orang tua bagai mitra dalam didik anak bangun mitra yang kuat coblospksaniespresiden aniespresiden pkspartaiku,,program anies dan pks cakup daya orang tua bagai mitra dalam didik anak bangun mitra yang kuat coblospksaniespresiden aniespresiden pkspartaiku,18,Positif
please ya allah sayang banget ini kalo pak anies ga jadi presiden  sejauh ini cuma dia yang mention tentang pemberdayaan perempuan &amp  perlindungan perempuan dari kekerasan seksual  HUWAAAAAAAAAA,please ya allah sayang banget ini kalo pak anies ga jadi presiden  sejauh ini cuma dia yang mention tentang pemberdayaan perempuan  amp  perlindungan perempuan dari kekerasan seksual  huwaaaaaaaaaa,please ya allah sayang banget ini kalo pak anies ga jadi presiden jauh ini cuma dia yang mention tentang daya perempuan amp lindung perempuan dari keras seksual huwaaaaaaaaaa,,please ya allah sayang banget ini kalo pak anies ga jadi presiden jauh ini cuma dia yang mention tentang daya perempuan amp lindung perempuan dari keras seksual huwaaaaaaaaaa,4,Positif
Wah keren nih pak anies 🔥🔥🔥🔥 Kelas abangku🔥🔥🔥🔥,wah keren nih pak anies      kelas abangku    ,wah keren nih pak anies kelas abang,,wah keren nih pak anies kelas abang,8,Positif
mantep jg pak anies bahas kekerasan pada perempuan,mantep jg pak anies bahas kekerasan pada perempuan,mantep jg pak anies bahas keras pada perempuan,,mantep jg pak anies bahas keras pada perempuan,9,Positif
Pertanyaan pak Anies kepada pak Prabowo ..diman kurangnya keberlanjutan utk  perempuan ..kog malah kemana jawabnya,pertanyaan pak anies kepada pak prabowo   diman kurangnya keberlanjutan utk  perempuan   kog malah kemana jawabnya,tanya pak anies kepada pak prabowo dim kurang lanjut utk perempuan kog malah mana jawab,,tanya pak anies kepada pak prabowo dim kurang lanjut utk perempuan kog malah mana jawab,0,Netral
lahh anies kan nanya tugas anda memahami pertanyaan😭,lahh anies kan nanya tugas anda memahami pertanyaan ,lahh anies kan nanya tugas anda paham tanya,,lahh anies kan nanya tugas anda paham tanya,-4,Negatif
pak anies ngerti catcalling,pak anies ngerti catcalling,pak anies ngerti catcalling,,pak anies ngerti catcalling,3,Positif
Kerenn sekali Abah  ABAH ANIES ROCKS DEBAT CAPRES  #AniesFinalStage,kerenn sekali abah  abah anies rocks debat capres   aniesfinalstage,kerenn sekali abah abah anies rocks debat capres aniesfinalstage,,kerenn sekali abah abah anies rocks debat capres aniesfinalstage,8,Positif
"Kritik keras pak anies baswedan terhada elit politik #PerubahanPastiMenang #AMINajaDulu @aniesbaswedan  @cakimiNOW https://t.co/LmsiazLPtZ""",kritik keras pak anies baswedan terhada elit politik  perubahanpastimenang  aminajadulu  aniesbaswedan   cakiminow https   t co lmsiazlptz ,kritik keras pak anies baswedan terhada elit politik perubahanpastimenang aminajadulu aniesbaswedan cakiminow https t co lmsiazlptz,,kritik keras pak anies baswedan terhada elit politik perubahanpastimenang aminajadulu aniesbaswedan cakiminow https t co lmsiazlptz,-4,Negatif
pa anies mentioning abt kekerasa seksual 🥹🥹🥹🥹,pa anies mentioning abt kekerasa seksual     ,pa anies mentioning abt rasa seksual,,pa anies mentioning abt rasa seksual,-2,Negatif
"Perlindungan ke wanita, pemaparan Pak Anies 🔥🔥😭😭👍🏻👍🏻",perlindungan ke wanita  pemaparan pak anies         ,lindung ke wanita papar pak anies,,lindung ke wanita papar pak anies,7,Positif
"Anies Baswedan perlu menonjolkan solusi cerdasnya terhadap tantangan ekonomi global. Inovasi dan keberanian dalam pengambilan keputusan akan menjadi kunci. AniesPresiden PKSPartaiku #CoblosPKSAniesPresiden @pksejahtera @FPKSDPRRI 022""""",anies baswedan perlu menonjolkan solusi cerdasnya terhadap tantangan ekonomi global  inovasi dan keberanian dalam pengambilan keputusan akan menjadi kunci  aniespresiden pkspartaiku  coblospksaniespresiden  pksejahtera  fpksdprri 022  ,anies baswedan perlu tonjol solusi cerdas hadap tantang ekonomi global inovasi dan berani dalam ambil putus akan jadi kunci aniespresiden pkspartaiku coblospksaniespresiden pksejahtera fpksdprri 022,,anies baswedan perlu tonjol solusi cerdas hadap tantang ekonomi global inovasi dan berani dalam ambil putus akan jadi kunci aniespresiden pkspartaiku coblospksaniespresiden pksejahtera fpksdprri 022,7,Positif
"Ok, nice pak anies saya setuju",ok  nice pak anies saya setuju,ok nice pak anies saya tuju,,ok nice pak anies saya tuju,15,Positif
malah ngomentarin anies bjirr yang ditanya tindakan eluu kocak,malah ngomentarin anies bjirr yang ditanya tindakan eluu kocak,malah ngomentarin anies bjirr yang tanya tindak eluu kocak,,malah ngomentarin anies bjirr yang tanya tindak eluu kocak,-4,Negatif
Pandangan pak Anies Baswedan tentang bansos yg dilontarkan oleh pak Ganjar Pranowo   #debatcapres2024 #aniesFinalstage ABAH ANIES ROCKS DEBAT CAPRES https://t.co/YjcqPcPcIF,pandangan pak anies baswedan tentang bansos yg dilontarkan oleh pak ganjar pranowo    debatcapres2024  aniesfinalstage abah anies rocks debat capres https   t co yjcqpcpcif,pandang pak anies baswedan tentang bansos yg lontar oleh pak ganjar pranowo debatcapres2024 aniesfinalstage abah anies rocks debat capres https t co yjcqpcpcif,,pandang pak anies baswedan tentang bansos yg lontar oleh pak ganjar pranowo debatcapres2024 aniesfinalstage abah anies rocks debat capres https t co yjcqpcpcif,17,Positif
Pak Anies:  • Perempuan harus dimuliakan • Cat calling dan kekerasan seksual harus ditindak tegas,pak anies     perempuan harus dimuliakan   cat calling dan kekerasan seksual harus ditindak tegas,pak anies perempuan harus mulia cat calling dan keras seksual harus tindak tegas,,pak anies perempuan harus mulia cat calling dan keras seksual harus tindak tegas,4,Positif
selalu kagum sama filpsofi Pak Anies,selalu kagum sama filpsofi pak anies,selalu kagum sama filpsofi pak anies,,selalu kagum sama filpsofi pak anies,6,Positif
"Sangat jelas loh pertanyaan dari pak Anies. Bagaimana tentang perlindungan perempuan?, jawabannya malah kasih makan gratis. El gemoy kayak udah gagal fokus  #debatcapres2024",sangat jelas loh pertanyaan dari pak anies  bagaimana tentang perlindungan perempuan   jawabannya malah kasih makan gratis  el gemoy kayak udah gagal fokus   debatcapres2024,sangat jelas loh tanya dari pak anies bagaimana tentang lindung perempuan jawab malah kasih makan gratis el gemoy kayak udah gagal fokus debatcapres2024,,sangat jelas loh tanya dari pak anies bagaimana tentang lindung perempuan jawab malah kasih makan gratis el gemoy kayak udah gagal fokus debatcapres2024,-8,Negatif
@zainul_munas @aniesbaswedan Keren sih pak Anies.. jelas visi misinya, zainul munas  aniesbaswedan keren sih pak anies   jelas visi misinya,zainul munas aniesbaswedan keren sih pak anies jelas visi misi,,zainul munas aniesbaswedan keren sih pak anies jelas visi misi,13,Positif
PAK ANIES APA GA MBATIN TERUS YA WKWKKW NANYANYA APA JAWABANYA GIZI TRSSS 🥹🥹 #debatcapres2024,pak anies apa ga mbatin terus ya wkwkkw nanyanya apa jawabanya gizi trsss     debatcapres2024,pak anies apa ga mbatin terus ya wkwkkw nanyanya apa jawabanya gizi trsss debatcapres2024,,pak anies apa ga mbatin terus ya wkwkkw nanyanya apa jawabanya gizi trsss debatcapres2024,-1,Negatif
"Anies : .... Permasalahan ttg perempuan dan gimana cara mengatasinya"" Prabowo : ""ya itu..... Makanan gratis""  😭😭😭 #DebatCapres""",anies        permasalahan ttg perempuan dan gimana cara mengatasinya  prabowo    ya itu      makanan gratis        debatcapres ,anies masalah ttg perempuan dan gimana cara atas prabowo ya itu makan gratis debatcapres,,anies masalah ttg perempuan dan gimana cara atas prabowo ya itu makan gratis debatcapres,3,Positif
"pak anies kurang tegas soal kekerasan dan perlindungan""  LAH DR AWAL PERTANYAANNYA JUGA SOAL PERLINDUNGAN""",pak anies kurang tegas soal kekerasan dan perlindungan   lah dr awal pertanyaannya juga soal perlindungan ,pak anies kurang tegas soal keras dan lindung lah dr awal tanya juga soal lindung,,pak anies kurang tegas soal keras dan lindung lah dr awal tanya juga soal lindung,-4,Negatif
Anies MVP dengan membawa topik perempuan 🔥🔥🔥,anies mvp dengan membawa topik perempuan    ,anies mvp dengan bawa topik perempuan,,anies mvp dengan bawa topik perempuan,9,Positif
"“Semua bansos dijakarta ditulis pakai apbd jakarta, bukan pakai nama gubernur” - anies baswedan  Btw menko perekonomian denger gak? 🤣  #DebatCapres #debatcapres2024 https://t.co/dokuiWW3eb", semua bansos dijakarta ditulis pakai apbd jakarta  bukan pakai nama gubernur    anies baswedan  btw menko perekonomian denger gak      debatcapres  debatcapres2024 https   t co dokuiww3eb,semua bansos dijakarta tulis pakai apbd jakarta bukan pakai nama gubernur anies baswedan btw menko ekonomi denger gak debatcapres debatcapres2024 https t co dokuiww3eb,,semua bansos dijakarta tulis pakai apbd jakarta bukan pakai nama gubernur anies baswedan btw menko ekonomi denger gak debatcapres debatcapres2024 https t co dokuiww3eb,-6,Negatif
aaa suka banget pak anies bawa2 soal perlindungan perempuan☝,aaa suka banget pak anies bawa2 soal perlindungan perempuan ,aaa suka banget pak anies bawa2 soal lindung perempuan,,aaa suka banget pak anies bawa2 soal lindung perempuan,13,Positif
menyala Anies membahas sjw🥵🔥,menyala anies membahas sjw  ,nyala anies bahas sjw,,nyala anies bahas sjw,8,Positif
ganjar anies definisi nggak boleh ngomongin orang di belakang,ganjar anies definisi nggak boleh ngomongin orang di belakang,ganjar anies definisi nggak boleh ngomongin orang di belakang,,ganjar anies definisi nggak boleh ngomongin orang di belakang,3,Positif
ANIES SAID “PEREMPUAN UPAH SETARA DENGAN LAKI-LAKI”,anies said  perempuan upah setara dengan laki laki ,anies said perempuan upah tara dengan laki laki,,anies said perempuan upah tara dengan laki laki,11,Positif
Keras Anies Balas Prabowo Soal Disabilitas Bantu Disabilitas Bukan Kegiatan Amal! https://t.co/RbjxD9JGWO,keras anies balas prabowo soal disabilitas bantu disabilitas bukan kegiatan amal  https   t co rbjxd9jgwo,keras anies balas prabowo soal disabilitas bantu disabilitas bukan giat amal https t co rbjxd9jgwo,,keras anies balas prabowo soal disabilitas bantu disabilitas bukan giat amal https t co rbjxd9jgwo,-1,Negatif
"liat tatapan pak anies, bangga bgt liat ayang ganjar💗💗💗 https://t.co/0ob6VC7qRk",liat tatapan pak anies  bangga bgt liat ayang ganjar    https   t co 0ob6vc7qrk,liat tatap pak anies bangga bgt liat ayang ganjar https t co 0ob6vc7qrk,,liat tatap pak anies bangga bgt liat ayang ganjar https t co 0ob6vc7qrk,11,Positif
Anies : *Bertanya masalah Perlindungan Wanita*  Prabowo : Gizi Makanan!!!!   😭😭😭😭,anies    bertanya masalah perlindungan wanita   prabowo   gizi makanan           ,anies tanya masalah lindung wanita prabowo gizi makan,,anies tanya masalah lindung wanita prabowo gizi makan,4,Positif
"Jawabannya pak Anies pas pak Prabowo belum ngejawab kok enak bgt ya didenger, dibanding Gibran yang nunduk2 nyari2 jawaban AWOKWOKW beda kelas emang",jawabannya pak anies pas pak prabowo belum ngejawab kok enak bgt ya didenger  dibanding gibran yang nunduk2 nyari2 jawaban awokwokw beda kelas emang,jawab pak anies pas pak prabowo belum ngejawab kok enak bgt ya didenger banding gibran yang nunduk2 nyari2 jawab awokwokw beda kelas emang,,jawab pak anies pas pak prabowo belum ngejawab kok enak bgt ya didenger banding gibran yang nunduk2 nyari2 jawab awokwokw beda kelas emang,-9,Negatif
"@idextratime emang udah bukan eranya prabowo. harusnya tuh sekarang era ganjar, anies, ridwan hanif", idextratime emang udah bukan eranya prabowo  harusnya tuh sekarang era ganjar  anies  ridwan hanif,idextratime emang udah bukan era prabowo harus tuh sekarang era ganjar anies ridwan hanif,,idextratime emang udah bukan era prabowo harus tuh sekarang era ganjar anies ridwan hanif,2,Positif
Anies: Negara Jangan Pelit Kalau Bicara Investasi di Bidang Pendidikan #PilahPilih #DebatCapresLip6 https://t.co/PQreb1uF4a,anies  negara jangan pelit kalau bicara investasi di bidang pendidikan  pilahpilih  debatcapreslip6 https   t co pqreb1uf4a,anies negara jangan pelit kalau bicara investasi di bidang didik pilahpilih debatcapreslip6 https t co pqreb1uf4a,,anies negara jangan pelit kalau bicara investasi di bidang didik pilahpilih debatcapreslip6 https t co pqreb1uf4a,2,Positif
kenapa panelis ga kepikiran nanya soal perempuan kaya anies gini anjir,kenapa panelis ga kepikiran nanya soal perempuan kaya anies gini anjir,kenapa panelis ga pikir nanya soal perempuan kaya anies gin anjir,,kenapa panelis ga pikir nanya soal perempuan kaya anies gin anjir,-5,Negatif
"Pertanyaan Soal Bansos dari Pak Ganjar ke Pak Anies dijawab scr straight to the point!  Bansos ditujukan untuk memberi bantuan, bukan utk si pemberi bantuan""  Analoginya : ngasih bantuan untuk masy yg bener2 butuh, bukan ngasih bantuan untuk didukung. Jiakh😋👏""",pertanyaan soal bansos dari pak ganjar ke pak anies dijawab scr straight to the point   bansos ditujukan untuk memberi bantuan  bukan utk si pemberi bantuan   analoginya   ngasih bantuan untuk masy yg bener2 butuh  bukan ngasih bantuan untuk didukung  jiakh   ,tanya soal bansos dari pak ganjar ke pak anies jawab scr straight to the point bansos tuju untuk beri bantu bukan utk si beri bantu analogi ngasih bantu untuk masy yg bener2 butuh bukan ngasih bantu untuk dukung jiakh,,tanya soal bansos dari pak ganjar ke pak anies jawab scr straight to the point bansos tuju untuk beri bantu bukan utk si beri bantu analogi ngasih bantu untuk masy yg bener2 butuh bukan ngasih bantu untuk dukung jiakh,11,Positif
"Tiba tiba ngebayangin kalo Anies pake cara si Gibran kek kera sakti bilang saya cari cari kok gaada jawabannya ya pak Prabowo"" 🤣""",tiba tiba ngebayangin kalo anies pake cara si gibran kek kera sakti bilang saya cari cari kok gaada jawabannya ya pak prabowo    ,tiba tiba ngebayangin kalo anies pake cara si gibran kek kera sakti bilang saya cari cari kok gaada jawab ya pak prabowo,,tiba tiba ngebayangin kalo anies pake cara si gibran kek kera sakti bilang saya cari cari kok gaada jawab ya pak prabowo,-11,Negatif
@dayatpiliang Anies kurg tegas th kata pak Prabowo wkkw, dayatpiliang anies kurg tegas th kata pak prabowo wkkw,dayatpiliang anies kurg tegas th kata pak prabowo wkkw,,dayatpiliang anies kurg tegas th kata pak prabowo wkkw,-2,Negatif
"Anies dan PKS mendorong peningkatan akses ke pelatihan keterampilan berbasis teknologi, memberikan siswa daya saing di era digital. #CoblosPKSAniesPresiden AniesPresiden PKSPartaiku",anies dan pks mendorong peningkatan akses ke pelatihan keterampilan berbasis teknologi  memberikan siswa daya saing di era digital   coblospksaniespresiden aniespresiden pkspartaiku,anies dan pks dorong tingkat akses ke latih terampil bas teknologi beri siswa daya saing di era digital coblospksaniespresiden aniespresiden pkspartaiku,,anies dan pks dorong tingkat akses ke latih terampil bas teknologi beri siswa daya saing di era digital coblospksaniespresiden aniespresiden pkspartaiku,5,Positif
"Mimpi manis pak Anies, akankah mimpi jadi kenyataan?",mimpi manis pak anies  akankah mimpi jadi kenyataan ,mimpi manis pak anies akan mimpi jadi nyata,,mimpi manis pak anies akan mimpi jadi nyata,10,Positif
"pak anies, ya allah beneran seminim catcalling yang banyak orang Indonesia abai tapi beliau mentioning itu...🥹 #debatcapres2024",pak anies  ya allah beneran seminim catcalling yang banyak orang indonesia abai tapi beliau mentioning itu      debatcapres2024,pak anies ya allah beneran minim catcalling yang banyak orang indonesia abai tapi beliau mentioning itu debatcapres2024,,pak anies ya allah beneran minim catcalling yang banyak orang indonesia abai tapi beliau mentioning itu debatcapres2024,14,Positif
